packets_per_second,avg_request_rate,failed_connections,unique_ports,bytes_per_packet,connection_duration,payload_entropy,label
2324,484.55,17,3,1336.87,0.06,0.84,ddos
1649,35.28,4,3,958.53,0.09,1.03,ddos
1048,318.34,11,4,1187.65,0.07,1.06,ddos
142,189.23,13,4,1087.86,0.01,0.91,ddos
1248,395.15,7,1,1483.76,0.07,1.28,ddos
3097,175.89,11,1,1240.0,0.07,1.63,ddos
0,393.57,3,1,839.3,0.03,1.78,ddos
1061,149.25,9,3,1247.51,0.09,1.71,ddos
1752,171.22,2,3,1525.09,0.1,1.01,ddos
1139,272.28,7,1,1324.67,0.05,0.88,ddos
329,38.82,15,1,915.98,0.06,0.89,ddos
2544,366.81,6,1,1475.48,0.05,1.47,ddos
2836,27.41,5,2,939.98,0.08,1.17,ddos
2133,143.97,2,4,649.65,0.01,0.92,ddos
599,238.03,1,2,985.42,0.03,1.51,ddos
511,477.47,4,2,954.25,0.09,1.39,ddos
2201,266.97,5,1,402.1,0.06,1.73,ddos
2527,163.68,0,3,1455.59,0.05,1.33,ddos
1003,219.53,0,5,766.69,0.07,1.28,ddos
969,35.25,14,2,779.09,0.06,1.06,ddos
1468,156.67,12,1,1338.55,0.03,1.36,ddos
1990,415.8,7,4,1432.08,0.03,0.47,ddos
1505,513.81,18,2,1229.49,0.01,1.48,ddos
331,73.73,2,1,1320.98,0.04,1.13,ddos
2210,133.63,11,1,926.97,0.09,0.92,ddos
2068,257.74,6,3,1063.97,0.08,1.3,ddos
476,415.97,8,1,1381.77,0.06,1.0,ddos
2961,266.54,8,1,644.99,0.09,1.38,ddos
2331,92.22,12,2,1102.61,0.05,1.38,ddos
1948,123.72,12,4,1385.09,0.0,1.69,ddos
2387,298.62,22,4,657.02,0.04,1.38,ddos
2718,388.68,0,4,574.96,0.09,0.74,ddos
0,354.97,2,3,975.41,0.09,1.55,ddos
476,463.66,13,2,940.92,0.07,2.13,ddos
729,263.13,8,1,558.03,0.09,1.26,ddos
838,250.81,18,4,1530.19,0.02,0.86,ddos
426,246.36,14,2,1184.25,0.08,1.37,ddos
830,481.9,15,3,635.6,0.07,0.6,ddos
308,517.25,11,4,1273.94,0.06,0.65,ddos
1202,333.47,4,2,923.78,0.03,1.15,ddos
1238,387.35,16,3,1423.82,0.08,1.16,ddos
94,101.35,11,4,839.71,0.08,1.81,ddos
1928,228.23,7,4,1010.24,0.05,1.02,ddos
2666,340.33,5,2,1094.26,0.1,0.5,ddos
1013,99.97,5,3,526.26,0.07,1.79,ddos
856,490.26,13,1,882.2,0.09,0.64,ddos
572,144.54,13,3,542.19,0.01,1.38,ddos
3257,527.73,17,3,1358.17,0.02,1.33,ddos
1589,490.48,13,2,1483.3,0.02,0.93,ddos
1508,147.5,7,4,908.49,0.1,1.46,ddos
1739,119.23,4,2,1491.18,0.01,2.07,ddos
1596,392.9,3,3,1445.43,0.03,0.7,ddos
744,511.53,13,4,1332.81,0.03,1.0,ddos
188,38.54,5,4,1246.45,0.06,1.57,ddos
2105,275.24,12,4,1720.5,0.06,1.12,ddos
1729,81.25,3,2,821.21,0.06,0.64,ddos
1974,145.76,17,3,1306.45,0.04,1.23,ddos
2535,304.24,16,2,1604.59,0.04,0.51,ddos
444,78.21,11,4,650.77,0.01,2.16,ddos
1278,245.56,10,3,803.89,0.04,1.22,ddos
585,228.9,1,4,697.8,0.08,0.92,ddos
1613,306.95,13,2,1094.21,0.11,1.3,ddos
2666,346.5,5,4,1151.34,0.04,1.32,ddos
989,33.55,6,2,1191.37,0.05,1.43,ddos
1835,218.17,4,4,1224.31,0.03,1.12,ddos
957,163.26,9,3,1255.68,0.1,1.94,ddos
1623,177.96,10,3,804.29,0.07,1.45,ddos
2015,426.86,0,2,1378.52,0.04,1.2,ddos
1708,249.91,9,1,1366.17,0.05,1.43,ddos
1553,307.15,2,3,844.66,0.08,0.77,ddos
770,165.14,6,1,1049.93,0.05,1.11,ddos
1068,353.67,6,2,901.4,0.05,1.36,ddos
1165,187.64,10,3,1075.1,0.02,1.66,ddos
527,107.37,2,2,954.53,0.06,1.98,ddos
2385,494.62,6,4,1367.56,0.09,1.15,ddos
1838,337.8,5,3,549.86,0.05,2.14,ddos
2452,98.35,5,1,1208.13,0.03,0.9,ddos
843,193.15,15,3,1122.03,0.08,2.08,ddos
734,335.02,2,3,934.81,0.01,2.06,ddos
428,258.77,3,3,844.91,0.05,1.44,ddos
1925,352.14,4,2,1369.75,0.1,1.31,ddos
143,397.09,12,2,666.89,0.09,1.45,ddos
3290,439.69,1,3,841.44,0.05,2.11,ddos
1641,438.15,9,1,531.04,0.05,0.71,ddos
87,248.47,16,2,1441.32,0.08,0.48,ddos
936,0.0,7,2,1458.25,0.05,1.9,ddos
1776,412.89,15,3,788.26,0.06,1.29,ddos
18,303.72,0,2,1285.52,0.1,1.07,ddos
1232,480.89,7,1,906.28,0.0,1.75,ddos
1234,135.31,0,4,503.78,0.07,1.53,ddos
2220,495.04,14,2,1562.06,0.0,1.23,ddos
676,189.7,17,4,1218.59,0.07,1.61,ddos
1139,321.9,0,4,617.14,0.0,1.35,ddos
604,465.42,14,3,1299.7,0.07,1.29,ddos
2645,406.74,7,1,1088.25,0.04,1.67,ddos
590,174.66,3,2,951.09,0.02,1.32,ddos
603,155.69,16,4,1104.28,0.02,1.22,ddos
2668,107.99,0,4,583.23,0.04,1.98,ddos
1442,132.02,1,1,1092.78,0.03,1.39,ddos
3339,225.66,3,1,887.33,0.05,1.45,ddos
2769,386.74,12,1,530.52,0.1,0.87,ddos
948,221.5,16,1,1021.15,0.02,1.46,ddos
1526,313.22,16,1,625.21,0.06,0.98,ddos
3231,404.13,5,1,1194.81,0.07,1.42,ddos
2127,203.08,10,2,765.94,0.08,1.14,ddos
1584,154.16,9,4,908.77,0.11,0.7,ddos
1949,169.92,7,4,934.03,0.04,1.5,ddos
2554,483.74,17,3,1206.04,0.09,0.86,ddos
2595,444.01,15,2,630.74,0.06,0.57,ddos
2509,246.34,0,4,1203.57,0.05,1.41,ddos
1583,350.18,20,1,806.85,0.04,0.88,ddos
1993,381.77,15,2,718.76,0.02,1.23,ddos
2467,82.06,12,2,1252.51,0.11,1.1,ddos
1005,194.3,5,1,924.54,0.08,1.83,ddos
1773,205.67,5,1,1454.2,0.04,1.01,ddos
2661,258.53,16,4,1219.18,0.07,1.0,ddos
2810,483.02,13,2,1013.45,0.06,0.51,ddos
1830,116.4,15,1,1439.93,0.03,0.64,ddos
1232,278.39,6,2,1065.74,0.07,1.77,ddos
1007,376.95,17,4,554.01,0.12,2.18,ddos
1233,75.26,15,4,1379.98,0.06,1.48,ddos
1842,355.67,11,4,929.94,0.09,0.8,ddos
2650,431.66,10,1,915.01,0.04,0.62,ddos
457,175.6,5,1,1259.54,0.09,2.14,ddos
1533,293.05,11,2,1201.67,0.04,1.77,ddos
1149,149.18,16,1,894.99,0.1,0.64,ddos
1707,434.16,21,4,988.62,0.0,2.1,ddos
1797,413.94,13,2,886.77,0.02,1.31,ddos
2005,499.41,9,1,1319.86,0.03,2.06,ddos
1560,231.96,19,4,1323.08,0.07,1.73,ddos
2251,255.32,16,3,1407.75,0.09,0.68,ddos
1021,259.1,0,3,1157.29,0.04,0.63,ddos
734,371.59,0,1,1199.12,0.04,0.93,ddos
2465,497.34,14,3,1331.76,0.06,1.2,ddos
1836,329.73,11,2,936.77,0.09,1.14,ddos
772,85.15,15,4,755.22,0.05,1.64,ddos
2217,57.26,17,3,1265.08,0.04,1.82,ddos
664,444.75,14,1,689.57,0.08,2.01,ddos
0,127.17,13,4,1159.71,0.01,1.64,ddos
364,436.92,7,3,727.44,0.03,0.97,ddos
587,492.76,2,2,625.43,0.05,2.2,ddos
1412,210.07,17,4,887.08,0.09,1.79,ddos
1598,283.5,14,3,1329.95,0.08,2.0,ddos
1956,470.36,9,4,1307.26,0.02,1.76,ddos
746,467.34,12,4,1006.89,0.03,1.51,ddos
512,251.6,3,4,874.41,0.1,1.24,ddos
37,434.05,1,3,1067.74,0.07,1.03,ddos
2340,454.68,11,4,927.89,0.07,1.62,ddos
2760,145.69,18,3,1312.53,0.12,1.27,ddos
725,236.53,15,1,1373.91,0.05,1.01,ddos
1857,64.78,6,2,443.71,0.1,0.59,ddos
257,265.47,2,4,1228.96,0.01,2.29,ddos
435,61.08,1,2,1179.86,0.08,1.72,ddos
1899,260.99,9,2,1119.06,0.06,1.19,ddos
2827,35.13,9,1,1040.43,0.08,1.57,ddos
1667,383.91,7,3,471.65,0.05,0.94,ddos
1676,0.0,8,3,1322.8,0.08,1.94,ddos
707,242.7,15,4,609.72,0.08,0.49,ddos
1762,402.73,4,1,1064.32,0.08,0.99,ddos
97,499.58,9,4,1465.53,0.01,1.48,ddos
854,493.63,16,4,799.03,0.09,1.38,ddos
1283,512.47,6,1,586.24,0.06,1.65,ddos
1697,475.45,12,2,1311.18,0.04,0.81,ddos
2858,293.76,5,1,864.1,0.02,1.37,ddos
360,104.9,4,4,1204.96,0.04,1.73,ddos
2240,121.98,3,3,681.13,0.03,1.17,ddos
1336,255.35,11,2,1419.75,0.04,0.83,ddos
2196,142.75,19,3,1521.43,0.02,0.65,ddos
2003,398.56,10,1,1077.05,0.06,0.97,ddos
1708,404.31,9,2,1439.64,0.02,1.61,ddos
263,129.9,14,2,1139.97,0.06,1.95,ddos
1928,474.37,0,4,1439.73,0.07,1.44,ddos
1362,229.64,15,1,743.24,0.08,1.42,ddos
775,248.39,8,1,742.93,0.03,1.64,ddos
2130,109.99,6,1,1068.27,0.08,0.99,ddos
1334,317.8,13,2,1288.08,0.07,2.15,ddos
2540,472.19,10,3,1483.22,0.08,1.52,ddos
41,262.68,8,2,615.32,0.1,1.49,ddos
1844,343.48,4,2,1202.44,0.07,1.16,ddos
2230,362.91,15,1,1264.06,0.06,1.53,ddos
337,446.72,13,2,1022.3,0.02,0.94,ddos
298,102.6,11,2,1286.0,0.04,0.66,ddos
1242,388.25,0,2,1183.37,0.0,1.2,ddos
1038,415.22,8,3,716.5,0.04,0.89,ddos
2300,462.44,16,3,1026.91,0.04,1.58,ddos
1583,513.8,6,3,1273.65,0.07,0.69,ddos
1042,11.29,0,4,1254.77,0.03,1.55,ddos
3196,69.42,16,1,1446.89,0.03,0.7,ddos
702,416.08,16,4,748.51,0.01,0.44,ddos
1658,174.11,21,4,568.09,0.06,1.16,ddos
2134,358.55,20,3,996.92,0.04,1.05,ddos
1194,427.37,5,4,1234.12,0.06,1.37,ddos
1849,90.06,12,3,1380.91,0.09,1.86,ddos
1188,139.98,0,1,1015.18,0.04,1.0,ddos
1555,194.47,4,3,1721.15,0.09,0.85,ddos
152,269.53,3,2,680.53,0.08,2.01,ddos
1531,451.9,13,1,620.74,0.01,1.25,ddos
1249,373.38,3,1,1362.37,0.07,0.9,ddos
2974,239.68,1,1,1458.12,0.09,1.68,ddos
2106,35.68,11,2,873.74,0.02,0.57,ddos
1195,298.56,8,1,1603.41,0.03,1.16,ddos
2566,340.07,10,1,1076.53,0.06,0.89,ddos
829,463.74,16,3,1018.67,0.08,1.12,ddos
1449,403.84,13,1,1047.82,0.01,1.16,ddos
878,596.33,10,1,1468.64,0.03,1.22,ddos
2549,392.44,11,1,1131.52,0.09,2.02,ddos
401,188.38,13,2,1294.03,0.09,1.28,ddos
413,221.75,2,2,1321.29,0.04,1.61,ddos
1343,455.69,7,2,1115.66,0.05,1.22,ddos
952,113.75,8,4,830.64,0.08,0.59,ddos
974,257.0,1,2,1494.52,0.08,2.11,ddos
2405,259.7,15,3,833.13,0.1,1.68,ddos
925,35.67,15,4,856.68,0.02,1.41,ddos
1429,132.49,11,2,1295.57,0.01,1.47,ddos
160,410.95,4,4,1004.6,0.04,1.64,ddos
2266,195.39,8,2,1058.14,0.09,1.34,ddos
2780,489.07,6,2,1168.43,0.04,0.5,ddos
2568,347.65,11,3,914.19,0.06,1.53,ddos
715,184.79,17,2,1529.97,0.07,1.33,ddos
1814,473.58,15,2,1342.52,0.07,1.45,ddos
870,199.12,16,1,1021.68,0.03,1.03,ddos
757,146.12,11,2,905.82,0.05,0.66,ddos
2945,149.34,16,3,810.95,0.08,0.6,ddos
2077,149.36,16,3,785.42,0.06,0.32,ddos
550,191.0,6,0,1533.86,0.08,1.41,ddos
1513,579.79,13,1,1246.94,0.01,2.03,ddos
1701,112.46,15,4,1317.42,0.05,0.67,ddos
1467,497.04,5,1,795.65,0.09,2.07,ddos
397,420.32,16,4,1279.16,0.06,1.87,ddos
1911,460.11,18,2,1047.67,0.05,0.85,ddos
1579,234.74,12,1,1417.76,0.02,1.74,ddos
2263,198.07,8,4,1021.5,0.04,0.79,ddos
407,453.87,8,2,1005.17,0.06,1.3,ddos
3080,134.96,0,1,393.25,0.07,1.44,ddos
848,544.0,19,1,755.28,0.05,1.41,ddos
852,444.91,16,2,1106.21,0.02,0.91,ddos
1379,283.7,11,3,719.3,0.06,1.43,ddos
1537,405.69,15,3,759.77,0.09,1.22,ddos
1447,337.13,13,4,1323.2,0.01,1.72,ddos
556,437.91,19,3,1078.69,0.08,1.24,ddos
834,188.38,13,3,1294.31,0.07,0.6,ddos
1906,279.32,2,4,513.62,0.05,1.43,ddos
2882,129.8,11,4,1227.06,0.05,1.45,ddos
2452,354.03,16,1,1269.2,0.07,1.38,ddos
1170,516.48,8,4,1469.98,0.08,1.43,ddos
331,409.51,19,3,608.96,0.03,0.21,ddos
1666,97.96,8,3,642.4,0.06,1.15,ddos
530,392.47,6,3,1078.45,0.07,1.18,ddos
1456,338.56,9,3,911.62,0.02,1.46,ddos
436,162.27,5,1,821.7,0.05,0.6,ddos
2813,396.62,0,3,530.3,0.09,0.61,ddos
1980,161.84,5,2,774.15,0.04,0.78,ddos
1385,504.36,3,4,1399.37,0.01,1.8,ddos
2227,359.5,11,1,798.43,0.06,1.03,ddos
2973,154.84,4,4,1150.52,0.08,0.43,ddos
1884,348.72,14,4,673.09,0.01,1.0,ddos
778,278.11,12,3,711.89,0.0,0.42,ddos
916,312.46,13,5,843.15,0.07,0.43,ddos
2003,193.18,6,3,577.03,0.07,0.49,ddos
621,420.18,14,1,1005.38,0.04,1.75,ddos
809,90.67,7,3,961.36,0.02,1.73,ddos
1359,135.23,2,4,527.57,0.04,0.98,ddos
1944,220.82,13,4,1366.94,0.1,1.04,ddos
1671,82.6,1,3,587.45,0.05,0.75,ddos
980,354.17,1,3,1072.67,0.07,1.15,ddos
2333,5.82,1,3,1394.97,0.02,1.64,ddos
637,442.33,4,1,1270.37,0.03,1.57,ddos
2053,103.91,6,1,682.59,0.02,1.11,ddos
2578,399.34,12,4,396.08,0.06,0.97,ddos
1253,222.06,6,4,1422.2,0.01,1.67,ddos
734,65.2,17,4,963.29,0.04,0.96,ddos
784,116.56,13,4,1261.95,0.07,1.39,ddos
3276,373.16,2,1,854.11,0.09,1.15,ddos
467,290.13,14,1,1372.67,0.08,0.45,ddos
2719,239.08,4,3,1031.42,0.03,0.82,ddos
2719,156.03,16,0,763.0,0.03,0.79,ddos
91,249.78,12,1,1337.52,0.09,1.06,ddos
2627,337.65,7,1,987.8,0.03,0.98,ddos
2615,87.01,2,1,983.72,0.02,1.79,ddos
727,350.11,15,2,1410.69,0.06,1.53,ddos
1209,533.0,0,1,1162.46,0.07,2.06,ddos
1814,376.7,18,1,698.55,0.08,0.9,ddos
1105,244.89,12,2,1324.85,0.06,0.68,ddos
1733,415.74,8,2,919.61,0.02,0.76,ddos
3176,0.0,0,3,818.51,0.05,1.67,ddos
32,95.36,2,1,599.92,0.1,0.99,ddos
1956,263.76,11,4,762.72,0.08,0.52,ddos
0,318.65,9,1,785.12,0.02,1.31,ddos
3013,297.15,4,3,1348.02,0.06,0.66,ddos
2362,353.76,9,1,1454.34,0.02,1.06,ddos
378,384.35,16,2,859.79,0.1,1.11,ddos
1561,23.85,6,1,1445.37,0.1,1.33,ddos
1660,441.95,12,3,509.15,0.05,1.86,ddos
919,0.0,4,3,1252.87,0.05,1.1,ddos
1276,208.8,0,5,526.23,0.08,0.81,ddos
1570,141.29,5,4,637.09,0.05,1.08,ddos
2085,547.41,2,1,769.34,0.03,1.79,ddos
2062,230.67,0,4,1129.87,0.05,1.37,ddos
2228,169.45,0,1,1115.07,0.05,0.62,ddos
578,442.37,16,3,746.74,0.06,1.14,ddos
526,32.62,15,3,1408.85,0.09,1.18,ddos
2738,309.12,8,3,1235.31,0.03,1.59,ddos
416,100.4,1,4,1240.37,0.05,1.9,ddos
0,324.72,10,1,992.85,0.05,0.91,ddos
2647,187.92,9,4,1256.0,0.08,1.33,ddos
1909,334.31,4,4,1349.43,0.06,2.07,ddos
1237,507.57,3,1,675.73,0.04,1.23,ddos
757,311.44,12,4,794.58,0.03,1.83,ddos
2804,104.96,19,3,721.95,0.03,0.56,ddos
3007,195.81,7,3,716.12,0.03,1.44,ddos
612,68.42,6,1,1170.48,0.02,0.69,ddos
1061,136.3,18,3,945.77,0.02,1.73,ddos
2861,512.27,17,4,905.7,0.04,0.63,ddos
20,170.01,7,2,855.24,0.08,2.25,ddos
3140,362.49,4,5,647.12,0.08,0.5,ddos
1753,359.93,11,5,1478.57,0.03,2.31,ddos
1141,338.41,18,3,964.45,0.02,1.98,ddos
2663,286.4,16,2,546.24,0.07,1.03,ddos
3147,196.0,13,3,877.76,0.01,0.68,ddos
1637,170.7,12,1,1211.19,0.05,1.44,ddos
921,410.57,2,2,1378.24,0.06,1.39,ddos
3055,478.36,18,2,572.51,0.08,1.22,ddos
2024,47.11,11,3,1066.41,0.02,0.56,ddos
103,304.1,1,3,893.23,0.07,1.8,ddos
1914,379.51,16,4,1579.72,0.02,1.35,ddos
2053,204.07,3,2,1112.19,0.09,1.04,ddos
1424,252.64,18,0,1564.17,0.09,0.71,ddos
176,294.78,19,1,689.75,0.08,0.69,ddos
1901,235.15,15,2,483.41,0.04,0.65,ddos
2510,516.76,3,1,1122.26,0.09,0.37,ddos
1176,427.05,10,1,958.79,0.01,1.15,ddos
2867,351.96,14,1,601.31,0.08,1.79,ddos
1210,354.66,12,4,1194.26,0.03,0.89,ddos
2831,446.4,11,1,581.3,0.08,0.85,ddos
2042,219.73,5,3,716.14,0.04,1.58,ddos
1279,46.05,16,2,1087.91,0.06,1.75,ddos
1601,207.54,1,4,900.92,0.07,1.65,ddos
789,425.41,11,3,683.7,0.02,1.55,ddos
137,393.07,7,1,1403.69,0.08,1.47,ddos
491,322.15,10,4,1073.97,0.1,0.53,ddos
1424,285.68,12,2,1302.51,0.06,1.55,ddos
2210,253.55,6,2,669.4,0.05,1.34,ddos
928,152.23,10,4,763.66,0.08,0.66,ddos
815,205.28,16,4,889.26,0.02,1.15,ddos
2456,308.31,3,1,1347.3,0.07,1.53,ddos
1377,241.45,13,1,678.5,0.06,0.9,ddos
1057,520.8,6,4,726.94,0.06,1.14,ddos
2162,118.6,3,2,1129.87,0.08,0.94,ddos
778,314.23,5,1,792.73,0.02,1.5,ddos
1299,419.77,4,1,660.2,0.02,1.82,ddos
0,557.52,10,2,1077.43,0.04,0.51,ddos
1749,539.38,18,1,640.95,0.09,0.6,ddos
0,424.37,12,4,1134.43,0.04,0.7,ddos
983,100.57,4,1,677.01,0.09,0.81,ddos
1730,368.58,6,0,616.6,0.04,0.91,ddos
5,0.0,4,4,1312.04,0.1,0.84,ddos
855,457.72,14,3,958.62,0.03,0.66,ddos
574,229.19,12,4,876.83,0.08,1.45,ddos
2170,147.38,12,4,1337.46,0.09,0.66,ddos
669,108.65,21,2,1284.32,0.09,1.02,ddos
2053,163.67,6,2,1168.53,0.06,1.61,ddos
479,493.48,9,1,1218.31,0.02,0.67,ddos
1115,528.53,2,1,761.39,0.05,0.96,ddos
2439,177.14,12,1,1130.65,0.05,1.35,ddos
1382,366.62,3,2,1280.85,0.06,1.64,ddos
1931,268.31,2,2,778.16,0.06,0.96,ddos
2063,312.31,5,1,564.99,0.05,0.48,ddos
845,211.13,18,2,933.37,0.06,0.75,ddos
1903,156.84,11,3,1019.74,0.06,1.45,ddos
2561,182.18,14,1,1287.68,0.05,1.53,ddos
1202,185.32,12,5,1104.28,0.01,1.71,ddos
652,70.72,4,3,590.14,0.01,1.68,ddos
1528,524.38,16,2,1060.09,0.02,1.42,ddos
1296,264.21,17,3,977.5,0.09,0.61,ddos
1306,318.54,17,2,997.6,0.07,0.82,ddos
62,306.76,16,4,599.54,0.03,0.62,ddos
523,123.56,14,4,1393.69,0.01,2.0,ddos
1125,178.72,9,1,1322.04,0.04,0.87,ddos
454,430.85,18,4,831.95,0.08,0.69,ddos
2892,372.3,0,1,1170.24,0.04,0.6,ddos
2347,364.92,0,2,851.98,0.05,0.44,ddos
848,74.94,1,2,844.26,0.01,0.78,ddos
2565,393.85,3,4,451.68,0.05,2.0,ddos
1662,166.6,18,2,1083.6,0.04,0.66,ddos
1358,257.13,7,4,807.01,0.05,1.48,ddos
1053,185.55,4,1,989.0,0.1,2.06,ddos
1159,434.65,12,4,1401.71,0.08,0.6,ddos
842,292.89,5,4,1170.94,0.03,0.15,ddos
3164,432.62,10,4,1121.33,0.1,1.62,ddos
2365,251.55,14,3,1530.1,0.08,0.66,ddos
1203,514.62,11,3,966.5,0.02,0.72,ddos
1677,450.98,6,4,1390.7,0.09,0.78,ddos
1292,0.0,10,3,980.12,0.05,2.06,ddos
2617,317.46,3,3,1246.67,0.1,1.07,ddos
1286,437.46,6,1,1064.69,0.02,0.51,ddos
2569,287.27,17,1,1052.3,0.06,1.68,ddos
1123,119.09,17,1,734.76,0.07,0.81,ddos
996,169.01,12,2,1539.73,0.1,1.5,ddos
2987,317.81,19,1,1182.99,0.02,0.5,ddos
2557,172.2,1,1,1339.69,0.04,1.29,ddos
1711,398.1,11,3,650.0,0.05,1.62,ddos
916,199.75,15,2,536.65,0.03,1.54,ddos
3367,326.42,15,2,1341.63,0.07,1.31,ddos
2124,198.69,10,4,958.33,0.08,1.03,ddos
1783,368.8,14,4,1133.61,0.06,1.91,ddos
334,255.18,15,4,943.37,0.02,1.45,ddos
3201,159.71,12,4,914.67,0.11,1.17,ddos
2203,244.31,0,1,1207.98,0.09,1.9,ddos
2188,143.09,7,1,1252.96,0.07,0.55,ddos
2530,181.47,13,2,1004.66,0.09,1.67,ddos
2995,276.24,17,4,1056.39,0.09,1.46,ddos
566,231.06,8,2,1241.28,0.09,1.34,ddos
526,218.1,17,1,1199.1,0.07,0.79,ddos
3118,491.41,11,4,1297.09,0.08,0.68,ddos
1285,519.15,8,3,1115.3,0.01,0.86,ddos
1622,322.19,1,4,658.96,0.1,1.31,ddos
620,271.83,0,2,1316.52,0.02,0.66,ddos
813,0.0,6,2,511.37,0.04,1.22,ddos
3145,307.8,14,1,543.99,0.02,1.91,ddos
2378,591.72,0,4,872.91,0.09,1.5,ddos
2805,335.86,14,1,1022.05,0.06,1.55,ddos
598,72.76,1,2,1133.52,0.03,1.69,ddos
1160,236.17,16,1,453.82,0.02,0.91,ddos
2554,130.08,1,4,653.78,0.02,1.06,ddos
940,195.37,18,2,952.58,0.08,1.16,ddos
951,411.8,2,1,753.01,0.02,1.48,ddos
486,551.81,6,4,1123.82,0.07,1.03,ddos
1308,21.48,4,3,752.07,0.02,1.36,ddos
2577,65.09,8,2,1158.4,0.03,0.71,ddos
545,267.06,3,1,1538.38,0.05,1.61,ddos
3210,346.14,3,1,893.37,0.03,1.83,ddos
2029,48.21,4,3,913.35,0.02,1.28,ddos
692,238.2,4,2,875.77,0.05,1.66,ddos
3474,194.97,6,2,656.91,0.09,1.66,ddos
842,273.33,3,4,1713.88,0.02,1.51,ddos
603,545.28,4,3,1140.22,0.04,0.99,ddos
3114,425.99,5,1,540.0,0.08,0.31,ddos
1598,335.67,3,3,1000.27,0.02,0.61,ddos
1579,376.9,4,1,1448.93,0.05,1.85,ddos
876,162.95,17,2,837.58,0.02,1.35,ddos
625,22.0,5,3,1329.28,0.01,1.01,ddos
1260,393.17,4,2,1310.86,0.08,1.31,ddos
2943,224.51,9,1,1388.77,0.08,0.59,ddos
1460,348.58,15,3,1572.06,0.08,1.78,ddos
2939,348.72,10,3,678.26,0.08,1.51,ddos
1738,319.07,4,3,1080.11,0.03,0.81,ddos
1780,315.92,3,1,932.99,0.05,1.7,ddos
299,290.41,1,1,630.14,0.04,1.2,ddos
2339,518.15,14,1,1115.16,0.02,1.88,ddos
2935,157.76,15,3,1027.42,0.04,1.94,ddos
2006,334.86,8,2,1000.27,0.07,1.79,ddos
1981,259.52,2,1,1034.98,0.05,0.88,ddos
2594,436.84,7,1,948.62,0.04,0.9,ddos
475,350.45,6,1,900.64,0.0,1.49,ddos
3527,368.78,3,2,1610.62,0.09,0.41,ddos
2435,123.81,5,2,799.37,0.07,1.74,ddos
1932,431.4,3,2,1173.93,0.05,1.58,ddos
1734,571.15,11,2,1205.92,0.05,1.59,ddos
1560,362.14,8,2,1069.3,0.08,1.45,ddos
1714,84.1,5,4,650.99,0.05,1.86,ddos
1813,598.56,7,3,747.61,0.04,1.07,ddos
324,287.51,14,1,395.28,0.02,1.54,ddos
1847,376.89,13,1,708.96,0.03,0.92,ddos
396,309.27,16,2,1178.6,0.09,1.19,ddos
1271,159.81,15,1,1289.28,0.05,0.51,ddos
2259,275.35,5,4,1185.85,0.04,1.53,ddos
1792,270.24,13,1,922.59,0.07,1.19,ddos
2657,396.26,11,3,1257.66,0.09,2.28,ddos
1913,87.5,10,3,814.42,0.06,1.13,ddos
247,91.08,13,4,783.45,0.1,1.92,ddos
407,14.05,7,3,1261.67,0.05,1.71,ddos
1102,115.88,13,3,1035.13,0.03,1.47,ddos
3343,230.28,4,2,1413.78,0.03,1.2,ddos
2667,191.43,5,1,715.61,0.08,1.48,ddos
412,91.54,5,2,662.39,0.08,0.82,ddos
0,54.54,6,2,663.78,0.01,0.96,ddos
2980,197.8,20,4,1143.07,0.05,1.45,ddos
1216,148.9,8,4,1378.37,0.02,1.56,ddos
1954,245.59,6,0,746.07,0.07,2.02,ddos
1759,415.3,10,4,1656.29,0.07,1.03,ddos
511,0.0,5,2,1033.68,0.08,1.29,ddos
732,416.26,17,3,893.16,0.03,1.69,ddos
1120,40.47,11,2,640.95,0.07,0.38,ddos
2409,0.0,0,1,567.42,0.02,1.18,ddos
1848,536.11,2,3,588.71,0.06,1.43,ddos
2780,279.94,7,4,764.02,0.01,1.87,ddos
1771,246.06,10,2,1542.23,0.1,0.79,ddos
1917,385.51,7,4,1281.64,0.04,0.75,ddos
2798,144.65,8,1,1698.83,0.06,1.6,ddos
2718,260.77,6,3,1270.24,0.06,0.63,ddos
883,274.9,12,1,580.99,0.08,1.51,ddos
2439,61.39,9,3,958.84,0.04,0.45,ddos
0,311.87,10,2,1470.04,0.07,1.41,ddos
2752,159.25,4,2,822.54,0.08,1.36,ddos
1199,412.94,2,3,713.53,0.05,1.11,ddos
335,306.34,3,3,1451.63,0.09,1.33,ddos
2491,249.41,16,4,655.8,0.05,0.66,ddos
947,90.25,3,3,932.99,0.02,1.28,ddos
2492,528.1,15,3,978.82,0.1,1.28,ddos
1715,429.12,21,3,1181.13,0.07,1.6,ddos
1925,208.87,5,2,1139.6,0.01,1.95,ddos
1528,64.81,14,4,573.02,0.1,1.65,ddos
1002,132.3,15,2,571.8,0.07,0.99,ddos
1913,281.06,15,2,1324.82,0.04,0.51,ddos
770,215.52,12,4,1037.49,0.06,1.06,ddos
2409,219.39,12,3,524.17,0.08,0.98,ddos
1952,328.11,3,3,750.5,0.07,0.67,ddos
880,115.4,18,2,1015.53,0.07,1.98,ddos
3032,354.68,13,2,1160.57,0.0,0.47,ddos
389,471.8,7,1,815.54,0.0,1.59,ddos
1688,12.32,1,3,1089.83,0.1,1.75,ddos
1644,243.69,4,1,1501.68,0.03,0.97,ddos
